Date,ControlPoint,Beishang,Nanxia,NetFlow
2021-11-18,Sha Tau Kok,0,0,0
2021-11-18,Shenzhen Bay,635,-109,526
2021-11-19,Express Rail Link West Kowloon,0,0,0
2021-11-19,Hung Hom,0,0,0
2021-11-19,Lo Wu,0,0,0
2021-11-19,Lok Ma Chau Spur Line,0,0,0
2021-11-19,Heung Yuen Wai,0,0,0
2021-11-19,Lok Ma Chau,0,0,0
2021-11-19,Man Kam To,0,0,0
2021-11-19,Sha Tau Kok,0,0,0
2021-11-19,Shenzhen Bay,574,-147,427
2021-11-20,Express Rail Link West Kowloon,0,0,0
2021-11-20,Hung Hom,0,0,0
2021-11-20,Lo Wu,0,0,0
2021-11-20,Lok Ma Chau Spur Line,0,0,0
2021-11-20,Heung Yuen Wai,0,0,0
2021-11-20,Lok Ma Chau,0,0,0
2021-11-20,Man Kam To,0,0,0
2021-11-20,Sha Tau Kok,0,0,0
2021-11-20,Shenzhen Bay,727,-192,535
2021-11-21,Express Rail Link West Kowloon,0,0,0
2021-11-21,Hung Hom,0,0,0
2021-11-21,Lo Wu,0,0,0
2021-11-21,Lok Ma Chau Spur Line,0,0,0
2021-11-21,Heung Yuen Wai,0,0,0
2021-11-21,Lok Ma Chau,0,0,0
2021-11-21,Man Kam To,0,0,0
2021-11-21,Sha Tau Kok,0,0,0
2021-11-21,Shenzhen Bay,456,-157,299
2021-11-22,Express Rail Link West Kowloon,0,0,0
2021-11-22,Hung Hom,0,0,0
2021-11-22,Lo Wu,0,0,0
2021-11-22,Lok Ma Chau Spur Line,0,0,0
2021-11-22,Heung Yuen Wai,0,0,0
2021-11-22,Lok Ma Chau,0,0,0
2021-11-22,Man Kam To,0,0,0
2021-11-22,Sha Tau Kok,0,0,0
2021-11-22,Shenzhen Bay,944,-100,844
2021-11-23,Express Rail Link West Kowloon,0,0,0
2021-11-23,Hung Hom,0,0,0
2021-11-23,Lo Wu,0,0,0
2021-11-23,Lok Ma Chau Spur Line,0,0,0
2021-11-23,Heung Yuen Wai,0,0,0
2021-11-23,Lok Ma Chau,0,0,0
2021-11-23,Man Kam To,0,0,0
2021-11-23,Sha Tau Kok,0,0,0
2021-11-23,Shenzhen Bay,903,-146,757
2021-11-24,Express Rail Link West Kowloon,0,0,0
2021-11-24,Hung Hom,0,0,0
2021-11-24,Lo Wu,0,0,0
2021-11-24,Lok Ma Chau Spur Line,0,0,0
2021-11-24,Heung Yuen Wai,0,0,0
2021-11-24,Lok Ma Chau,0,0,0
2021-11-24,Man Kam To,0,0,0
2021-11-24,Sha Tau Kok,0,0,0
2021-11-24,Shenzhen Bay,917,-114,803
2021-11-25,Express Rail Link West Kowloon,0,0,0
2021-11-25,Hung Hom,0,0,0
2021-11-25,Lo Wu,0,0,0
2021-11-25,Lok Ma Chau Spur Line,0,0,0
2021-11-25,Heung Yuen Wai,0,0,0
2021-11-25,Lok Ma Chau,0,0,0
2021-11-25,Man Kam To,0,0,0
2021-11-25,Sha Tau Kok,0,0,0
2021-11-25,Shenzhen Bay,833,-155,678
2021-11-26,Express Rail Link West Kowloon,0,0,0
2021-11-26,Hung Hom,0,0,0
2021-11-26,Lo Wu,0,0,0
2021-11-26,Lok Ma Chau Spur Line,0,0,0
2021-11-26,Heung Yuen Wai,0,0,0
2021-11-26,Lok Ma Chau,0,0,0
2021-11-26,Man Kam To,0,0,0
2021-11-26,Sha Tau Kok,0,0,0
2021-11-26,Shenzhen Bay,867,-127,740
2021-11-27,Express Rail Link West Kowloon,0,0,0
2021-11-27,Hung Hom,0,0,0
2021-11-27,Lo Wu,0,0,0
2021-11-27,Lok Ma Chau Spur Line,0,0,0
2021-11-27,Heung Yuen Wai,0,0,0
2021-11-27,Lok Ma Chau,0,0,0
2021-11-27,Man Kam To,0,0,0
2021-11-27,Sha Tau Kok,0,0,0
2021-11-27,Shenzhen Bay,565,-164,401
2021-11-28,Express Rail Link West Kowloon,0,0,0
2021-11-28,Hung Hom,0,0,0
2021-11-28,Lo Wu,0,0,0
2021-11-28,Lok Ma Chau Spur Line,0,0,0
2021-11-28,Heung Yuen Wai,0,0,0
2021-11-28,Lok Ma Chau,0,0,0
2021-11-28,Man Kam To,0,0,0
2021-11-28,Sha Tau Kok,0,0,0
2021-11-28,Shenzhen Bay,377,-171,206
2021-11-29,Express Rail Link West Kowloon,0,0,0
2021-11-29,Hung Hom,0,0,0
2021-11-29,Lo Wu,0,0,0
2021-11-29,Lok Ma Chau Spur Line,0,0,0
2021-11-29,Heung Yuen Wai,0,0,0
2021-11-29,Lok Ma Chau,0,0,0
2021-11-29,Man Kam To,0,0,0
2021-11-29,Sha Tau Kok,0,0,0
2021-11-29,Shenzhen Bay,443,-112,331
2021-11-30,Express Rail Link West Kowloon,0,0,0
2021-11-30,Hung Hom,0,0,0
2021-11-30,Lo Wu,0,0,0
2021-11-30,Lok Ma Chau Spur Line,0,0,0
2021-11-30,Heung Yuen Wai,0,0,0
2021-11-30,Lok Ma Chau,0,0,0
2021-11-30,Man Kam To,0,0,0
2021-11-30,Sha Tau Kok,0,0,0
2021-11-30,Shenzhen Bay,502,-140,362
2021-12-01,Express Rail Link West Kowloon,0,0,0
2021-12-01,Hung Hom,0,0,0
2021-12-01,Lo Wu,0,0,0
2021-12-01,Lok Ma Chau Spur Line,0,0,0
2021-12-01,Heung Yuen Wai,0,0,0
2021-12-01,Lok Ma Chau,0,0,0
2021-12-01,Man Kam To,0,0,0
2021-12-01,Sha Tau Kok,0,0,0
2021-12-01,Shenzhen Bay,966,-172,794
2021-12-02,Express Rail Link West Kowloon,0,0,0
2021-12-02,Hung Hom,0,0,0
2021-12-02,Lo Wu,0,0,0
2021-12-02,Lok Ma Chau Spur Line,0,0,0
2021-12-02,Heung Yuen Wai,0,0,0
2021-12-02,Lok Ma Chau,0,0,0
2021-12-02,Man Kam To,0,0,0
2021-12-02,Sha Tau Kok,0,0,0
2021-12-02,Shenzhen Bay,694,-152,542
2021-12-03,Express Rail Link West Kowloon,0,0,0
2021-12-03,Hung Hom,0,0,0
2021-12-03,Lo Wu,0,0,0
2021-12-03,Lok Ma Chau Spur Line,0,0,0
2021-12-03,Heung Yuen Wai,0,0,0
2021-12-03,Lok Ma Chau,0,0,0
2021-12-03,Man Kam To,0,0,0
2021-12-03,Sha Tau Kok,0,0,0
2021-12-03,Shenzhen Bay,742,-207,535
2021-12-04,Express Rail Link West Kowloon,0,0,0
2021-12-04,Hung Hom,0,0,0
2021-12-04,Lo Wu,0,0,0
2021-12-04,Lok Ma Chau Spur Line,0,0,0
2021-12-04,Heung Yuen Wai,0,0,0
2021-12-04,Lok Ma Chau,0,0,0
2021-12-04,Man Kam To,0,0,0
2021-12-04,Sha Tau Kok,0,0,0
2021-12-04,Shenzhen Bay,713,-152,561
2021-12-05,Express Rail Link West Kowloon,0,0,0
2021-12-05,Hung Hom,0,0,0
2021-12-05,Lo Wu,0,0,0
2021-12-05,Lok Ma Chau Spur Line,0,0,0
2021-12-05,Heung Yuen Wai,0,0,0
2021-12-05,Lok Ma Chau,0,0,0
2021-12-05,Man Kam To,0,0,0
2021-12-05,Sha Tau Kok,0,0,0
2021-12-05,Shenzhen Bay,603,-186,417
2021-12-06,Express Rail Link West Kowloon,0,0,0
2021-12-06,Hung Hom,0,0,0
2021-12-06,Lo Wu,0,0,0
2021-12-06,Lok Ma Chau Spur Line,0,0,0
2021-12-06,Heung Yuen Wai,0,0,0
2021-12-06,Lok Ma Chau,0,0,0
2021-12-06,Man Kam To,0,0,0
2021-12-06,Sha Tau Kok,0,0,0
2021-12-06,Shenzhen Bay,528,-141,387
2021-12-07,Express Rail Link West Kowloon,0,0,0
2021-12-07,Hung Hom,0,0,0
2021-12-07,Lo Wu,0,0,0
2021-12-07,Lok Ma Chau Spur Line,0,0,0
2021-12-07,Heung Yuen Wai,0,0,0
2021-12-07,Lok Ma Chau,0,0,0
2021-12-07,Man Kam To,0,0,0
2021-12-07,Sha Tau Kok,0,0,0
2021-12-07,Shenzhen Bay,638,-114,524
2021-12-08,Express Rail Link West Kowloon,0,0,0
2021-12-08,Hung Hom,0,0,0
2021-12-08,Lo Wu,0,0,0
2021-12-08,Lok Ma Chau Spur Line,0,0,0
2021-12-08,Heung Yuen Wai,0,0,0
2021-12-08,Lok Ma Chau,0,0,0
2021-12-08,Man Kam To,0,0,0
2021-12-08,Sha Tau Kok,0,0,0
2021-12-08,Shenzhen Bay,651,-124,527
2021-12-09,Express Rail Link West Kowloon,0,0,0
2021-12-09,Hung Hom,0,0,0
2021-12-09,Lo Wu,0,0,0
2021-12-09,Lok Ma Chau Spur Line,0,0,0
2021-12-09,Heung Yuen Wai,0,0,0
2021-12-09,Lok Ma Chau,0,0,0
2021-12-09,Man Kam To,0,0,0
2021-12-09,Sha Tau Kok,0,0,0
2021-12-09,Shenzhen Bay,580,-129,451
2021-12-10,Express Rail Link West Kowloon,0,0,0
2021-12-10,Hung Hom,0,0,0
2021-12-10,Lo Wu,0,0,0
2021-12-10,Lok Ma Chau Spur Line,0,0,0
2021-12-10,Heung Yuen Wai,0,0,0
2021-12-10,Lok Ma Chau,0,0,0
2021-12-10,Man Kam To,0,0,0
2021-12-10,Sha Tau Kok,0,0,0
2021-12-10,Shenzhen Bay,814,-158,656
2021-12-11,Express Rail Link West Kowloon,0,0,0
2021-12-11,Hung Hom,0,0,0
2021-12-11,Lo Wu,0,0,0
2021-12-11,Lok Ma Chau Spur Line,0,0,0
2021-12-11,Heung Yuen Wai,0,0,0
2021-12-11,Lok Ma Chau,0,0,0
2021-12-11,Man Kam To,0,0,0
2021-12-11,Sha Tau Kok,0,0,0
2021-12-11,Shenzhen Bay,645,-149,496
2021-12-12,Express Rail Link West Kowloon,0,0,0
2021-12-12,Hung Hom,0,0,0
2021-12-12,Lo Wu,0,0,0
2021-12-12,Lok Ma Chau Spur Line,0,0,0
2021-12-12,Heung Yuen Wai,0,0,0
2021-12-12,Lok Ma Chau,0,0,0
2021-12-12,Man Kam To,0,0,0
2021-12-12,Sha Tau Kok,0,0,0
2021-12-12,Shenzhen Bay,553,-183,370
2021-12-13,Express Rail Link West Kowloon,0,0,0
2021-12-13,Hung Hom,0,0,0
2021-12-13,Lo Wu,0,0,0
2021-12-13,Lok Ma Chau Spur Line,0,0,0
2021-12-13,Heung Yuen Wai,0,0,0
2021-12-13,Lok Ma Chau,0,0,0
2021-12-13,Man Kam To,0,0,0
2021-12-13,Sha Tau Kok,0,0,0
2021-12-13,Shenzhen Bay,668,-128,540
2021-12-14,Express Rail Link West Kowloon,0,0,0
2021-12-14,Hung Hom,0,0,0
2021-12-14,Lo Wu,0,0,0
2021-12-14,Lok Ma Chau Spur Line,0,0,0
2021-12-14,Heung Yuen Wai,0,0,0
2021-12-14,Lok Ma Chau,0,0,0
2021-12-14,Man Kam To,0,0,0
2021-12-14,Sha Tau Kok,0,0,0
2021-12-14,Shenzhen Bay,738,-241,497
2021-12-15,Express Rail Link West Kowloon,0,0,0
2021-12-15,Hung Hom,0,0,0
2021-12-15,Lo Wu,0,0,0
2021-12-15,Lok Ma Chau Spur Line,0,0,0
2021-12-15,Heung Yuen Wai,0,0,0
2021-12-15,Lok Ma Chau,0,0,0
2021-12-15,Man Kam To,0,0,0
2021-12-15,Sha Tau Kok,0,0,0
2021-12-15,Shenzhen Bay,842,-193,649
2021-12-16,Express Rail Link West Kowloon,0,0,0
2021-12-16,Hung Hom,0,0,0
2021-12-16,Lo Wu,0,0,0
2021-12-16,Lok Ma Chau Spur Line,0,0,0
2021-12-16,Heung Yuen Wai,0,0,0
2021-12-16,Lok Ma Chau,0,0,0
2021-12-16,Man Kam To,0,0,0
2021-12-16,Sha Tau Kok,0,0,0
2021-12-16,Shenzhen Bay,897,-307,590
2021-12-17,Express Rail Link West Kowloon,0,0,0
2021-12-17,Hung Hom,0,0,0
2021-12-17,Lo Wu,0,0,0
2021-12-17,Lok Ma Chau Spur Line,0,0,0
2021-12-17,Heung Yuen Wai,0,0,0
2021-12-17,Lok Ma Chau,0,0,0
2021-12-17,Man Kam To,0,0,0
2021-12-17,Sha Tau Kok,0,0,0
2021-12-17,Shenzhen Bay,1050,-165,885
2021-12-18,Express Rail Link West Kowloon,0,0,0
2021-12-18,Hung Hom,0,0,0
2021-12-18,Lo Wu,0,0,0
2021-12-18,Lok Ma Chau Spur Line,0,0,0
2021-12-18,Heung Yuen Wai,0,0,0
2021-12-18,Lok Ma Chau,0,0,0
2021-12-18,Man Kam To,0,0,0
2021-12-18,Sha Tau Kok,0,0,0
2021-12-18,Shenzhen Bay,885,-210,675
2021-12-19,Express Rail Link West Kowloon,0,0,0
2021-12-19,Hung Hom,0,0,0
2021-12-19,Lo Wu,5089,0,5089
2021-12-19,Lok Ma Chau Spur Line,6977,0,6977
2021-12-19,Heung Yuen Wai,5235,0,5235
2021-12-19,Lok Ma Chau,0,0,0
2021-12-19,Man Kam To,0,0,0
2021-12-19,Sha Tau Kok,0,0,0
2021-12-19,Shenzhen Bay,689,-225,464
2021-12-20,Express Rail Link West Kowloon,0,0,0
2021-12-20,Hung Hom,0,0,0
2021-12-20,Lo Wu,0,0,0
2021-12-20,Lok Ma Chau Spur Line,0,0,0
2021-12-20,Heung Yuen Wai,0,0,0
2021-12-20,Lok Ma Chau,0,0,0
2021-12-20,Man Kam To,0,0,0
2021-12-20,Sha Tau Kok,0,0,0
2021-12-20,Shenzhen Bay,905,-192,713
2021-12-21,Express Rail Link West Kowloon,0,0,0
2021-12-21,Hung Hom,0,0,0
2021-12-21,Lo Wu,0,0,0
2021-12-21,Lok Ma Chau Spur Line,0,0,0
2021-12-21,Heung Yuen Wai,0,0,0
2021-12-21,Lok Ma Chau,0,0,0
2021-12-21,Man Kam To,0,0,0
2021-12-21,Sha Tau Kok,0,0,0
2021-12-21,Shenzhen Bay,892,-155,737
2021-12-22,Express Rail Link West Kowloon,0,0,0
2021-12-22,Hung Hom,0,0,0
2021-12-22,Lo Wu,0,0,0
2021-12-22,Lok Ma Chau Spur Line,0,0,0
2021-12-22,Heung Yuen Wai,0,0,0
2021-12-22,Lok Ma Chau,0,0,0
2021-12-22,Man Kam To,0,0,0
2021-12-22,Sha Tau Kok,0,0,0
2021-12-22,Shenzhen Bay,807,-188,619
2021-12-23,Express Rail Link West Kowloon,0,0,0
2021-12-23,Hung Hom,0,0,0
2021-12-23,Lo Wu,0,0,0
2021-12-23,Lok Ma Chau Spur Line,0,0,0
2021-12-23,Heung Yuen Wai,0,0,0
2021-12-23,Lok Ma Chau,0,0,0
2021-12-23,Man Kam To,0,0,0
2021-12-23,Sha Tau Kok,0,0,0
2021-12-23,Shenzhen Bay,737,-193,544
2021-12-24,Express Rail Link West Kowloon,0,0,0
2021-12-24,Hung Hom,0,0,0
2021-12-24,Lo Wu,0,0,0
2021-12-24,Lok Ma Chau Spur Line,0,0,0
2021-12-24,Heung Yuen Wai,0,0,0
2021-12-24,Lok Ma Chau,0,0,0
2021-12-24,Man Kam To,0,0,0
2021-12-24,Sha Tau Kok,0,0,0
2021-12-24,Shenzhen Bay,819,-152,667
2021-12-25,Express Rail Link West Kowloon,0,0,0
2021-12-25,Hung Hom,0,0,0
2021-12-25,Lo Wu,0,0,0
2021-12-25,Lok Ma Chau Spur Line,0,0,0
2021-12-25,Heung Yuen Wai,0,0,0
2021-12-25,Lok Ma Chau,0,0,0
2021-12-25,Man Kam To,0,0,0
2021-12-25,Sha Tau Kok,0,0,0
2021-12-25,Shenzhen Bay,751,-152,599
2021-12-26,Express Rail Link West Kowloon,0,0,0
2021-12-26,Hung Hom,0,0,0
2021-12-26,Lo Wu,0,0,0
2021-12-26,Lok Ma Chau Spur Line,0,0,0
2021-12-26,Heung Yuen Wai,0,0,0
2021-12-26,Lok Ma Chau,0,0,0
2021-12-26,Man Kam To,0,0,0
2021-12-26,Sha Tau Kok,0,0,0
2021-12-26,Shenzhen Bay,1605,-134,1471
2021-12-27,Express Rail Link West Kowloon,0,0,0
2021-12-27,Hung Hom,0,0,0
2021-12-27,Lo Wu,0,0,0
2021-12-27,Lok Ma Chau Spur Line,0,0,0
2021-12-27,Heung Yuen Wai,0,0,0
2021-12-27,Lok Ma Chau,0,0,0
2021-12-27,Man Kam To,0,0,0
2021-12-27,Sha Tau Kok,0,0,0
2021-12-27,Shenzhen Bay,981,-99,882
2021-12-28,Express Rail Link West Kowloon,0,0,0
2021-12-28,Hung Hom,0,0,0
2021-12-28,Lo Wu,0,0,0
2021-12-28,Lok Ma Chau Spur Line,0,0,0
2021-12-28,Heung Yuen Wai,0,0,0
2021-12-28,Lok Ma Chau,0,0,0
2021-12-28,Man Kam To,0,0,0
2021-12-28,Sha Tau Kok,0,0,0
2021-12-28,Shenzhen Bay,675,-140,535
2021-12-29,Express Rail Link West Kowloon,0,0,0
2021-12-29,Hung Hom,0,0,0
2021-12-29,Lo Wu,0,0,0
2021-12-29,Lok Ma Chau Spur Line,0,0,0
2021-12-29,Heung Yuen Wai,0,0,0
2021-12-29,Lok Ma Chau,0,0,0
2021-12-29,Man Kam To,0,0,0
2021-12-29,Sha Tau Kok,0,0,0
2021-12-29,Shenzhen Bay,755,-137,618
2021-12-30,Express Rail Link West Kowloon,0,0,0
2021-12-30,Hung Hom,0,0,0
2021-12-30,Lo Wu,0,0,0
2021-12-30,Lok Ma Chau Spur Line,0,0,0
2021-12-30,Heung Yuen Wai,0,0,0
2021-12-30,Lok Ma Chau,0,0,0
2021-12-30,Man Kam To,0,0,0
2021-12-30,Sha Tau Kok,0,0,0
2021-12-30,Shenzhen Bay,795,-142,653
2021-12-31,Express Rail Link West Kowloon,0,0,0
2021-12-31,Hung Hom,0,0,0
2021-12-31,Lo Wu,0,0,0
2021-12-31,Lok Ma Chau Spur Line,0,0,0
2021-12-31,Heung Yuen Wai,0,0,0
2021-12-31,Lok Ma Chau,0,0,0
2021-12-31,Man Kam To,0,0,0
2021-12-31,Sha Tau Kok,0,0,0
2021-12-31,Shenzhen Bay,855,-150,705
2022-01-01,Express Rail Link West Kowloon,0,0,0
2022-01-01,Hung Hom,0,0,0
2022-01-01,Lo Wu,0,0,0
2022-01-01,Lok Ma Chau Spur Line,0,0,0
2022-01-01,Heung Yuen Wai,0,0,0
2022-01-01,Lok Ma Chau,0,0,0
2022-01-01,Man Kam To,0,0,0
2022-01-01,Sha Tau Kok,0,0,0
2022-01-01,Shenzhen Bay,892,-126,766
2022-01-02,Express Rail Link West Kowloon,0,0,0
2022-01-02,Hung Hom,0,0,0
2022-01-02,Lo Wu,0,0,0
2022-01-02,Lok Ma Chau Spur Line,0,0,0
2022-01-02,Heung Yuen Wai,0,0,0
2022-01-02,Lok Ma Chau,0,0,0
2022-01-02,Man Kam To,0,0,0
2022-01-02,Sha Tau Kok,0,0,0
2022-01-02,Shenzhen Bay,960,-133,827
2022-01-03,Express Rail Link West Kowloon,0,0,0
2022-01-03,Hung Hom,0,0,0
2022-01-03,Lo Wu,0,0,0
2022-01-03,Lok Ma Chau Spur Line,0,0,0
2022-01-03,Heung Yuen Wai,0,0,0
2022-01-03,Lok Ma Chau,0,0,0
2022-01-03,Man Kam To,0,0,0
2022-01-03,Sha Tau Kok,0,0,0
2022-01-03,Shenzhen Bay,1224,-95,1129
2022-01-04,Express Rail Link West Kowloon,0,0,0
2022-01-04,Hung Hom,0,0,0
2022-01-04,Lo Wu,0,0,0
2022-01-04,Lok Ma Chau Spur Line,0,0,0
2022-01-04,Heung Yuen Wai,0,0,0
2022-01-04,Lok Ma Chau,0,0,0
2022-01-04,Man Kam To,0,0,0
2022-01-04,Sha Tau Kok,0,0,0
2022-01-04,Shenzhen Bay,1096,-116,980
2022-01-05,Express Rail Link West Kowloon,0,0,0
2022-01-05,Hung Hom,0,0,0
2022-01-05,Lo Wu,0,0,0
2022-01-05,Lok Ma Chau Spur Line,0,0,0
2022-01-05,Heung Yuen Wai,0,0,0
2022-01-05,Lok Ma Chau,0,0,0
2022-01-05,Man Kam To,0,0,0
2022-01-05,Sha Tau Kok,0,0,0
2022-01-05,Shenzhen Bay,1078,-108,970
2022-01-06,Express Rail Link West Kowloon,0,0,0
2022-01-06,Hung Hom,0,0,0
2022-01-06,Lo Wu,0,0,0
2022-01-06,Lok Ma Chau Spur Line,0,0,0
2022-01-06,Heung Yuen Wai,0,0,0
2022-01-06,Lok Ma Chau,0,0,0
2022-01-06,Man Kam To,0,0,0
2022-01-06,Sha Tau Kok,0,0,0
2022-01-06,Shenzhen Bay,1080,-137,943
2022-01-07,Express Rail Link West Kowloon,0,0,0
2022-01-07,Hung Hom,0,0,0
2022-01-07,Lo Wu,0,0,0
2022-01-07,Lok Ma Chau Spur Line,0,0,0
2022-01-07,Heung Yuen Wai,0,0,0
2022-01-07,Lok Ma Chau,0,0,0
2022-01-07,Man Kam To,0,0,0
2022-01-07,Sha Tau Kok,0,0,0
2022-01-07,Shenzhen Bay,1134,-155,979
2022-01-08,Express Rail Link West Kowloon,0,0,0
2022-01-08,Hung Hom,0,0,0
2022-01-08,Lo Wu,0,0,0
2022-01-08,Lok Ma Chau Spur Line,0,0,0
2022-01-08,Heung Yuen Wai,0,0,0
2022-01-08,Lok Ma Chau,0,0,0
2022-01-08,Man Kam To,0,0,0
2022-01-08,Sha Tau Kok,0,0,0
2022-01-08,Shenzhen Bay,1139,-157,982
2022-01-09,Express Rail Link West Kowloon,0,0,0
2022-01-09,Hung Hom,0,0,0
2022-01-09,Lo Wu,0,0,0
2022-01-09,Lok Ma Chau Spur Line,0,0,0
2022-01-09,Heung Yuen Wai,0,0,0
2022-01-09,Lok Ma Chau,0,0,0
2022-01-09,Man Kam To,0,0,0
2022-01-09,Sha Tau Kok,0,0,0
2022-01-09,Shenzhen Bay,1000,-201,799
2022-01-10,Express Rail Link West Kowloon,0,0,0
2022-01-10,Hung Hom,0,0,0
2022-01-10,Lo Wu,0,0,0
2022-01-10,Lok Ma Chau Spur Line,0,0,0
2022-01-10,Heung Yuen Wai,0,0,0
2022-01-10,Lok Ma Chau,0,0,0
2022-01-10,Man Kam To,0,0,0
2022-01-10,Sha Tau Kok,0,0,0
2022-01-10,Shenzhen Bay,936,-107,829
2022-01-11,Express Rail Link West Kowloon,0,0,0
2022-01-11,Hung Hom,0,0,0
2022-01-11,Lo Wu,0,0,0
2022-01-11,Lok Ma Chau Spur Line,0,0,0
2022-01-11,Heung Yuen Wai,0,0,0
2022-01-11,Lok Ma Chau,0,0,0
2022-01-11,Man Kam To,0,0,0
2022-01-11,Sha Tau Kok,0,0,0
2022-01-11,Shenzhen Bay,958,-128,830
2022-01-12,Express Rail Link West Kowloon,0,0,0
2022-01-12,Hung Hom,0,0,0
2022-01-12,Lo Wu,0,0,0
2022-01-12,Lok Ma Chau Spur Line,0,0,0
2022-01-12,Heung Yuen Wai,0,0,0
2022-01-12,Lok Ma Chau,0,0,0
2022-01-12,Man Kam To,0,0,0
2022-01-12,Sha Tau Kok,0,0,0
2022-01-12,Shenzhen Bay,1055,-153,902
2022-01-13,Express Rail Link West Kowloon,0,0,0
2022-01-13,Hung Hom,0,0,0
2022-01-13,Lo Wu,0,0,0
2022-01-13,Lok Ma Chau Spur Line,0,0,0
2022-01-13,Heung Yuen Wai,0,0,0
2022-01-13,Lok Ma Chau,0,0,0
2022-01-13,Man Kam To,0,0,0
2022-01-13,Sha Tau Kok,0,0,0
2022-01-13,Shenzhen Bay,1217,-184,1033
2022-01-14,Express Rail Link West Kowloon,0,0,0
2022-01-14,Hung Hom,0,0,0
2022-01-14,Lo Wu,0,0,0
2022-01-14,Lok Ma Chau Spur Line,0,0,0
2022-01-14,Heung Yuen Wai,0,0,0
2022-01-14,Lok Ma Chau,0,0,0
2022-01-14,Man Kam To,0,0,0
2022-01-14,Sha Tau Kok,0,0,0
2022-01-14,Shenzhen Bay,1133,-156,977
2022-01-15,Express Rail Link West Kowloon,0,0,0
2022-01-15,Hung Hom,0,0,0
2022-01-15,Lo Wu,0,0,0
2022-01-15,Lok Ma Chau Spur Line,0,0,0
2022-01-15,Heung Yuen Wai,0,0,0
2022-01-15,Lok Ma Chau,0,0,0
2022-01-15,Man Kam To,0,0,0
2022-01-15,Sha Tau Kok,0,0,0
2022-01-15,Shenzhen Bay,1087,-184,903
2022-01-16,Express Rail Link West Kowloon,0,0,0
2022-01-16,Hung Hom,0,0,0
2022-01-16,Lo Wu,0,0,0
2022-01-16,Lok Ma Chau Spur Line,0,0,0
2022-01-16,Heung Yuen Wai,0,0,0
2022-01-16,Lok Ma Chau,0,0,0
2022-01-16,Man Kam To,0,0,0
2022-01-16,Sha Tau Kok,0,0,0
2022-01-16,Shenzhen Bay,981,-223,758
2022-01-17,Express Rail Link West Kowloon,0,0,0
2022-01-17,Hung Hom,0,0,0
2022-01-17,Lo Wu,0,0,0
2022-01-17,Lok Ma Chau Spur Line,0,0,0
2022-01-17,Heung Yuen Wai,0,0,0
2022-01-17,Lok Ma Chau,0,0,0
2022-01-17,Man Kam To,0,0,0
2022-01-17,Sha Tau Kok,0,0,0
2022-01-17,Shenzhen Bay,885,-110,775
2022-01-18,Express Rail Link West Kowloon,0,0,0
2022-01-18,Hung Hom,0,0,0
2022-01-18,Lo Wu,0,0,0
2022-01-18,Lok Ma Chau Spur Line,0,0,0
2022-01-18,Heung Yuen Wai,0,0,0
2022-01-18,Lok Ma Chau,0,0,0
2022-01-18,Man Kam To,0,0,0
2022-01-18,Sha Tau Kok,0,0,0
2022-01-18,Shenzhen Bay,834,-163,671
2022-01-19,Express Rail Link West Kowloon,0,0,0
2022-01-19,Hung Hom,0,0,0
2022-01-19,Lo Wu,0,0,0
2022-01-19,Lok Ma Chau Spur Line,0,0,0
2022-01-19,Heung Yuen Wai,0,0,0
2022-01-19,Lok Ma Chau,0,0,0
2022-01-19,Man Kam To,0,0,0
2022-01-19,Sha Tau Kok,0,0,0
2022-01-19,Shenzhen Bay,771,-156,615
2022-01-20,Express Rail Link West Kowloon,0,0,0
2022-01-20,Hung Hom,0,0,0
2022-01-20,Lo Wu,0,0,0
2022-01-20,Lok Ma Chau Spur Line,0,0,0
2022-01-20,Heung Yuen Wai,0,0,0
2022-01-20,Lok Ma Chau,0,0,0
2022-01-20,Man Kam To,0,0,0
2022-01-20,Sha Tau Kok,0,0,0
2022-01-20,Shenzhen Bay,698,-223,475
2022-01-21,Express Rail Link West Kowloon,0,0,0
2022-01-21,Hung Hom,0,0,0
2022-01-21,Lo Wu,0,0,0
2022-01-21,Lok Ma Chau Spur Line,0,0,0
2022-01-21,Heung Yuen Wai,0,0,0
2022-01-21,Lok Ma Chau,0,0,0
2022-01-21,Man Kam To,0,0,0
2022-01-21,Sha Tau Kok,0,0,0
2022-01-21,Shenzhen Bay,977,-188,789
2022-01-22,Express Rail Link West Kowloon,0,0,0
2022-01-22,Hung Hom,0,0,0
2022-01-22,Lo Wu,0,0,0
2022-01-22,Lok Ma Chau Spur Line,0,0,0
2022-01-22,Heung Yuen Wai,0,0,0
2022-01-22,Lok Ma Chau,0,0,0
2022-01-22,Man Kam To,0,0,0
2022-01-22,Sha Tau Kok,0,0,0
2022-01-22,Shenzhen Bay,1037,-242,795
2022-01-23,Express Rail Link West Kowloon,0,0,0
2022-01-23,Hung Hom,0,0,0
2022-01-23,Lo Wu,0,0,0
2022-01-23,Lok Ma Chau Spur Line,0,0,0
2022-01-23,Heung Yuen Wai,0,0,0
2022-01-23,Lok Ma Chau,0,0,0
2022-01-23,Man Kam To,0,0,0
2022-01-23,Sha Tau Kok,0,0,0
2022-01-23,Shenzhen Bay,827,-206,621
2022-01-24,Express Rail Link West Kowloon,0,0,0
2022-01-24,Hung Hom,0,0,0
2022-01-24,Lo Wu,0,0,0
2022-01-24,Lok Ma Chau Spur Line,0,0,0
